concept:name;case:concept:name;time:timestamp;end;type;user;travel_start;travel_end;cost
decide on approval requirements;1500;03.01.17 08:22;03.01.17 08:22;;;09.01.17;24.01.17;
forward request to approver;1500;03.01.17 08:22;03.01.17 08:23;;;09.01.17;24.01.17;
decide on request;1500;03.01.17 12:59;03.01.17 13:05;Manager;OX4346;09.01.17;24.01.17;
check if booking is necessary;1500;05.01.17 12:37;05.01.17 12:41;Travel Department;NV2279;09.01.17;24.01.17;
check if expense documents exist;1500;26.01.17 12:46;26.01.17 12:56;Employee;VP8299;09.01.17;24.01.17;
file travel expense report;1500;26.01.17 12:56;26.01.17 13:15;Employee;VP8299;09.01.17;24.01.17;
confirm travel expense report;1500;26.01.17 13:15;26.01.17 13:19;Employee;VP8299;09.01.17;24.01.17;
decide on travel expense approval;1500;26.01.17 13:19;26.01.17 13:21;Manager;OX4346;09.01.17;24.01.17;
send original documents to archive;1500;30.01.17 05:59;30.01.17 06:19;Employee;VP8299;09.01.17;24.01.17;
calculate payments;1500;22.02.17 08:09;22.02.17 08:25;Accounting;WO40;09.01.17;24.01.17;1785,48
pay expenses;1500;03.03.17 08:24;03.03.17 08:37;Accounting;WO40;09.01.17;24.01.17;1785,48
file travel request;1503;03.01.17 12:21;03.01.17 12:43;Employee;CO6474;29.04.17;02.05.17;305,59
check if travel request needs preliminary price inquiry;1503;03.01.17 12:43;03.01.17 12:43;;;29.04.17;02.05.17;
decide on approval requirements;1503;03.01.17 12:43;03.01.17 12:45;;;29.04.17;02.05.17;
check if booking is necessary;1503;05.01.17 12:30;05.01.17 12:38;Travel Department;AW2532;29.04.17;02.05.17;
prepare booking proposal;1503;09.01.17 15:07;09.01.17 16:57;Travel Department;AW2532;29.04.17;02.05.17;
send booking proposal to employee;1503;12.01.17 07:59;12.01.17 08:02;Travel Department;AW2532;29.04.17;02.05.17;
check booking proposal;1503;12.01.17 12:58;12.01.17 13:03;Employee;CO6474;29.04.17;02.05.17;
check if travel request is still needed and up to date;1503;16.01.17 05:59;16.01.17 06:37;Employee;CO6474;29.04.17;02.05.17;
request update of the booking proposal;1503;16.01.17 06:37;16.01.17 06:37;Employee;CO6474;29.04.17;02.05.17;
prepare booking proposal;1503;18.01.17 14:23;18.01.17 14:57;Travel Department;AW2532;29.04.17;02.05.17;
send booking proposal to employee;1503;23.01.17 12:03;23.01.17 12:04;Travel Department;AW2532;29.04.17;02.05.17;
check booking proposal;1503;23.01.17 15:37;23.01.17 15:39;Employee;CO6474;29.04.17;02.05.17;
check if travel request is still needed and up to date;1503;27.01.17 07:13;27.01.17 08:01;Employee;CO6474;29.04.17;02.05.17;
request update of the booking proposal;1503;27.01.17 08:01;27.01.17 08:02;Employee;CO6474;29.04.17;02.05.17;
prepare booking proposal;1503;01.02.17 08:23;01.02.17 10:08;Travel Department;AW2532;29.04.17;02.05.17;
send booking proposal to employee;1503;03.02.17 15:44;03.02.17 15:46;Travel Department;AW2532;29.04.17;02.05.17;
check booking proposal;1503;03.02.17 21:40;03.02.17 21:43;Employee;CO6474;29.04.17;02.05.17;
check if travel request is still needed and up to date;1503;08.02.17 15:42;08.02.17 15:44;Employee;CO6474;29.04.17;02.05.17;
request update of the booking proposal;1503;08.02.17 15:44;08.02.17 15:44;Employee;CO6474;29.04.17;02.05.17;
prepare booking proposal;1503;13.02.17 15:00;13.02.17 16:09;Travel Department;AW2532;29.04.17;02.05.17;
send booking proposal to employee;1503;17.02.17 11:56;17.02.17 11:58;Travel Department;AW2532;29.04.17;02.05.17;
check booking proposal;1503;17.02.17 14:45;17.02.17 14:47;Employee;CO6474;29.04.17;02.05.17;
check if travel request is still needed and up to date;1503;21.02.17 05:59;21.02.17 06:20;Employee;CO6474;29.04.17;02.05.17;
request update of the booking proposal;1503;21.02.17 06:20;21.02.17 06:20;Employee;CO6474;29.04.17;02.05.17;
prepare booking proposal;1503;27.02.17 08:46;27.02.17 09:23;Travel Department;AW2532;29.04.17;02.05.17;
send booking proposal to employee;1503;02.03.17 12:35;02.03.17 12:36;Travel Department;AW2532;29.04.17;02.05.17;
check booking proposal;1503;02.03.17 14:28;02.03.17 14:31;Employee;CO6474;29.04.17;02.05.17;
book travel;1503;08.03.17 11:19;08.03.17 14:16;Travel Department;AW2532;29.04.17;02.05.17;
check if expense documents exist;1503;02.05.17 20:18;02.05.17 20:39;Employee;CO6474;29.04.17;02.05.17;
upload travel expense documents;1503;02.05.17 20:39;02.05.17 20:51;Employee;CO6474;29.04.17;02.05.17;
file travel expense report;1503;02.05.17 20:51;02.05.17 21:12;Employee;CO6474;29.04.17;02.05.17;
confirm travel expense report;1503;02.05.17 21:12;02.05.17 21:13;Employee;CO6474;29.04.17;02.05.17;
decide on travel expense approval;1503;03.05.17 13:59;03.05.17 14:04;Manager;CV4719;29.04.17;02.05.17;
send original documents to archive;1503;03.05.17 14:26;03.05.17 15:11;Employee;CO6474;29.04.17;02.05.17;
calculate payments;1503;07.06.17 10:57;07.06.17 11:19;Accounting;JK6642;29.04.17;02.05.17;284,79
pay expenses;1503;20.06.17 09:05;20.06.17 09:09;Accounting;JK6642;29.04.17;02.05.17;100,79
file travel request;1505;03.01.17 15:20;03.01.17 15:27;Employee;HT5961;19.04.17;25.04.17;628,26
check if travel request needs preliminary price inquiry;1505;03.01.17 15:27;03.01.17 15:28;;;19.04.17;25.04.17;
prepare booking proposal;1505;05.01.17 14:46;05.01.17 15:39;Travel Department;WG5857;19.04.17;25.04.17;
send booking proposal to employee;1505;10.01.17 08:25;10.01.17 08:28;Travel Department;WG5857;19.04.17;25.04.17;
check booking proposal;1505;10.01.17 13:30;10.01.17 13:32;Employee;HT5961;19.04.17;25.04.17;
transform price inquiry to travel request;1505;10.01.17 13:39;10.01.17 13:39;Employee;HT5961;19.04.17;25.04.17;
decide on approval requirements;1505;10.01.17 13:39;10.01.17 13:40;;;19.04.17;25.04.17;
forward request to approver;1505;10.01.17 13:40;10.01.17 13:41;;;19.04.17;25.04.17;
decide on request;1505;11.01.17 12:59;11.01.17 13:02;Manager;TF7102;19.04.17;25.04.17;
send request for correction;1505;11.01.17 13:02;11.01.17 13:02;;;19.04.17;25.04.17;
correct request;1505;20.01.17 22:32;20.01.17 23:05;Employee;HT5961;19.04.17;25.04.17;
forward request to approver;1505;20.01.17 23:05;20.01.17 23:05;;;19.04.17;25.04.17;
decide on approval requirements;1505;20.01.17 23:05;20.01.17 23:06;;;19.04.17;25.04.17;
send booking proposal to employee;1505;03.02.17 08:37;03.02.17 08:38;Travel Department;WG5857;19.04.17;25.04.17;
check booking proposal;1505;03.02.17 10:59;03.02.17 11:05;Employee;HT5961;19.04.17;25.04.17;
book travel;1505;07.02.17 14:39;07.02.17 17:35;Travel Department;WG5857;19.04.17;25.04.17;
check if expense documents exist;1505;26.04.17 06:59;26.04.17 08:07;Employee;HT5961;19.04.17;25.04.17;
upload travel expense documents;1505;26.04.17 08:07;26.04.17 08:13;Employee;HT5961;19.04.17;25.04.17;
file travel expense report;1505;26.04.17 08:13;26.04.17 08:22;Employee;HT5961;19.04.17;25.04.17;
confirm travel expense report;1505;26.04.17 08:22;26.04.17 08:23;Employee;HT5961;19.04.17;25.04.17;
decide on travel expense approval;1505;26.04.17 13:59;26.04.17 14:02;Manager;TF7102;19.04.17;25.04.17;
send original documents to archive;1505;15.05.17 06:59;15.05.17 07:24;Employee;HT5961;19.04.17;25.04.17;
calculate payments;1505;22.05.17 10:24;22.05.17 11:07;Accounting;JH2172;19.04.17;25.04.17;650,15
pay expenses;1505;30.05.17 09:05;30.05.17 09:15;Accounting;JH2172;19.04.17;25.04.17;309,15
file travel request;1518;04.01.17 10:46;04.01.17 11:11;Employee;JD1610;04.04.17;08.04.17;439,78
check if travel request needs preliminary price inquiry;1518;04.01.17 11:11;04.01.17 11:11;;;04.04.17;08.04.17;
decide on approval requirements;1518;04.01.17 11:11;04.01.17 11:13;;;04.04.17;08.04.17;
check if booking is necessary;1518;06.01.17 11:20;06.01.17 11:22;Travel Department;WG5857;04.04.17;08.04.17;
check if expense documents exist;1518;13.04.17 11:27;13.04.17 11:37;Employee;JD1610;04.04.17;08.04.17;
file travel expense report;1518;13.04.17 11:37;13.04.17 11:43;Employee;JD1610;04.04.17;08.04.17;
confirm travel expense report;1518;13.04.17 11:43;13.04.17 11:45;Employee;JD1610;04.04.17;08.04.17;
decide on travel expense approval;1518;13.04.17 14:01;13.04.17 14:06;Manager;DY1868;04.04.17;08.04.17;
send original documents to archive;1518;24.04.17 06:59;24.04.17 07:18;Employee;JD1610;04.04.17;08.04.17;
calculate payments;1518;08.05.17 16:25;08.05.17 17:03;Accounting;WE5108;04.04.17;08.04.17;405,92
pay expenses;1518;17.05.17 09:17;17.05.17 09:27;Accounting;WE5108;04.04.17;08.04.17;405,92
file travel request;1523;04.01.17 18:16;04.01.17 18:51;Employee;UR1632;25.04.17;28.04.17;297,04
check if travel request needs preliminary price inquiry;1523;04.01.17 18:51;04.01.17 18:51;;;25.04.17;28.04.17;
prepare booking proposal;1523;09.01.17 07:59;09.01.17 09:26;Travel Department;JV9257;25.04.17;28.04.17;
send booking proposal to employee;1523;11.01.17 13:22;11.01.17 13:24;Travel Department;JV9257;25.04.17;28.04.17;
check booking proposal;1523;11.01.17 13:26;11.01.17 13:29;Employee;UR1632;25.04.17;28.04.17;
transform price inquiry to travel request;1523;11.01.17 13:31;11.01.17 13:31;Employee;UR1632;25.04.17;28.04.17;
decide on approval requirements;1523;11.01.17 13:31;11.01.17 13:32;;;25.04.17;28.04.17;
check if booking is necessary;1523;16.01.17 11:15;16.01.17 11:20;Travel Department;JV9257;25.04.17;28.04.17;
prepare booking proposal;1523;18.01.17 15:39;18.01.17 16:41;Travel Department;JV9257;25.04.17;28.04.17;
send booking proposal to employee;1523;23.01.17 14:07;23.01.17 14:08;Travel Department;JV9257;25.04.17;28.04.17;
check booking proposal;1523;23.01.17 16:49;23.01.17 16:53;Employee;UR1632;25.04.17;28.04.17;
check if travel request is still needed and up to date;1523;30.01.17 05:59;30.01.17 06:27;Employee;UR1632;25.04.17;28.04.17;
request update of the booking proposal;1523;30.01.17 06:27;30.01.17 06:27;Employee;UR1632;25.04.17;28.04.17;
prepare booking proposal;1523;02.02.17 13:18;02.02.17 13:52;Travel Department;JV9257;25.04.17;28.04.17;
send booking proposal to employee;1523;07.02.17 08:15;07.02.17 08:18;Travel Department;JV9257;25.04.17;28.04.17;
check booking proposal;1523;07.02.17 12:14;07.02.17 12:15;Employee;UR1632;25.04.17;28.04.17;
check if travel request is still needed and up to date;1523;17.02.17 05:59;17.02.17 06:45;Employee;UR1632;25.04.17;28.04.17;
request update of the booking proposal;1523;17.02.17 06:45;17.02.17 06:45;Employee;UR1632;25.04.17;28.04.17;
prepare booking proposal;1523;22.02.17 08:04;22.02.17 09:20;Travel Department;JV9257;25.04.17;28.04.17;
send booking proposal to employee;1523;28.02.17 07:59;28.02.17 08:02;Travel Department;JV9257;25.04.17;28.04.17;
check booking proposal;1523;28.02.17 08:06;28.02.17 08:07;Employee;UR1632;25.04.17;28.04.17;
book travel;1523;03.03.17 12:50;03.03.17 14:43;Travel Department;JV9257;25.04.17;28.04.17;
check if expense documents exist;1523;08.05.17 09:35;08.05.17 10:05;Employee;UR1632;25.04.17;28.04.17;
upload travel expense documents;1523;08.05.17 10:05;08.05.17 10:22;Employee;UR1632;25.04.17;28.04.17;
file travel expense report;1523;08.05.17 10:22;08.05.17 10:29;Employee;UR1632;25.04.17;28.04.17;
confirm travel expense report;1523;08.05.17 10:29;08.05.17 10:33;Employee;UR1632;25.04.17;28.04.17;
decide on travel expense approval;1523;08.05.17 14:12;08.05.17 14:15;Manager;CV4719;25.04.17;28.04.17;
send original documents to archive;1523;17.05.17 12:11;17.05.17 13:06;Employee;UR1632;25.04.17;28.04.17;
calculate payments;1523;19.06.17 09:20;19.06.17 09:52;Accounting;VA7847;25.04.17;28.04.17;320,36
pay expenses;1523;06.07.17 09:11;06.07.17 09:18;Accounting;VA7847;25.04.17;28.04.17;233,36
file travel request;1534;05.01.17 10:55;05.01.17 11:23;Employee;KC2595;01.03.17;03.03.17;217,01
check if travel request needs preliminary price inquiry;1534;05.01.17 11:23;05.01.17 11:23;;;01.03.17;03.03.17;
prepare booking proposal;1534;09.01.17 12:24;09.01.17 13:38;Travel Department;NV2279;01.03.17;03.03.17;
send booking proposal to employee;1534;11.01.17 14:36;11.01.17 14:38;Travel Department;NV2279;01.03.17;03.03.17;
check booking proposal;1534;11.01.17 15:21;11.01.17 15:24;Employee;KC2595;01.03.17;03.03.17;
check if expense documents exist;1534;06.03.17 09:56;06.03.17 10:20;Employee;KC2595;01.03.17;03.03.17;
upload travel expense documents;1534;06.03.17 10:20;06.03.17 10:38;Employee;KC2595;01.03.17;03.03.17;
file travel expense report;1534;06.03.17 10:38;06.03.17 10:45;Employee;KC2595;01.03.17;03.03.17;
confirm travel expense report;1534;06.03.17 10:45;06.03.17 10:49;Employee;KC2595;01.03.17;03.03.17;
decide on travel expense approval;1534;06.03.17 13:11;06.03.17 13:16;Manager;MV9004;01.03.17;03.03.17;
send original documents to archive;1534;06.03.17 14:46;06.03.17 15:05;Employee;KC2595;01.03.17;03.03.17;
calculate payments;1534;27.03.17 07:59;27.03.17 09:15;Accounting;JH2172;01.03.17;03.03.17;191,19
pay expenses;1534;03.04.17 09:30;03.04.17 09:37;Accounting;JH2172;01.03.17;03.03.17;187,19
file travel request;1537;05.01.17 15:23;05.01.17 15:43;Employee;HS6774;16.04.17;17.04.17;160,44
check if travel request needs preliminary price inquiry;1537;05.01.17 15:43;05.01.17 15:44;;;16.04.17;17.04.17;
prepare booking proposal;1537;10.01.17 08:28;10.01.17 09:51;Travel Department;WG5857;16.04.17;17.04.17;
send booking proposal to employee;1537;12.01.17 10:26;12.01.17 10:28;Travel Department;WG5857;16.04.17;17.04.17;
check booking proposal;1537;12.01.17 14:58;12.01.17 15:08;Employee;HS6774;16.04.17;17.04.17;
transform price inquiry to travel request;1537;12.01.17 15:15;12.01.17 15:15;Employee;HS6774;16.04.17;17.04.17;
decide on approval requirements;1537;12.01.17 15:15;12.01.17 15:16;;;16.04.17;17.04.17;
check if booking is necessary;1537;17.01.17 12:28;17.01.17 12:33;Travel Department;WG5857;16.04.17;17.04.17;
prepare booking proposal;1537;19.01.17 13:23;19.01.17 15:01;Travel Department;WG5857;16.04.17;17.04.17;
send booking proposal to employee;1537;25.01.17 07:59;25.01.17 08:02;Travel Department;WG5857;16.04.17;17.04.17;
check booking proposal;1537;25.01.17 13:41;25.01.17 13:42;Employee;HS6774;16.04.17;17.04.17;
book travel;1537;27.01.17 15:52;27.01.17 16:31;Travel Department;WG5857;16.04.17;17.04.17;
check if expense documents exist;1537;20.04.17 19:48;20.04.17 20:14;Employee;HS6774;16.04.17;17.04.17;
file travel expense report;1537;20.04.17 20:14;20.04.17 20:25;Employee;HS6774;16.04.17;17.04.17;
confirm travel expense report;1537;20.04.17 20:25;20.04.17 20:29;Employee;HS6774;16.04.17;17.04.17;
decide on travel expense approval;1537;21.04.17 13:59;21.04.17 14:01;Manager;DY1868;16.04.17;17.04.17;
send original documents to archive;1537;11.05.17 07:49;11.05.17 08:25;Employee;HS6774;16.04.17;17.04.17;
calculate payments;1537;25.05.17 09:35;25.05.17 10:12;Accounting;JK6642;16.04.17;17.04.17;163,67
pay expenses;1537;05.06.17 09:23;05.06.17 09:29;Accounting;JK6642;16.04.17;17.04.17;19,67
file travel request;1540;05.01.17 19:59;05.01.17 20:03;Employee;CH3261;25.04.17;28.04.17;2396,95
check if travel request needs preliminary price inquiry;1540;05.01.17 20:03;05.01.17 20:04;;;25.04.17;28.04.17;
prepare booking proposal;1540;10.01.17 10:37;10.01.17 11:40;Travel Department;WG5857;25.04.17;28.04.17;
send booking proposal to employee;1540;12.01.17 13:48;12.01.17 13:54;Travel Department;WG5857;25.04.17;28.04.17;
check booking proposal;1540;12.01.17 18:29;12.01.17 18:33;Employee;CH3261;25.04.17;28.04.17;
check if price inquiry is still needed and up to date;1540;19.01.17 05:59;19.01.17 06:03;Employee;CH3261;25.04.17;28.04.17;
request update of the booking proposal;1540;19.01.17 06:03;19.01.17 06:04;Employee;CH3261;25.04.17;28.04.17;
prepare booking proposal;1540;24.01.17 10:03;24.01.17 11:06;Travel Department;WG5857;25.04.17;28.04.17;
send booking proposal to employee;1540;27.01.17 09:32;27.01.17 09:33;Travel Department;WG5857;25.04.17;28.04.17;
check booking proposal;1540;27.01.17 13:24;27.01.17 13:34;Employee;CH3261;25.04.17;28.04.17;
check if price inquiry is still needed and up to date;1540;06.02.17 06:01;06.02.17 06:14;Employee;CH3261;25.04.17;28.04.17;
request update of the booking proposal;1540;06.02.17 06:14;06.02.17 06:14;Employee;CH3261;25.04.17;28.04.17;
prepare booking proposal;1540;09.02.17 09:58;09.02.17 10:34;Travel Department;WG5857;25.04.17;28.04.17;
send booking proposal to employee;1540;14.02.17 10:55;14.02.17 10:57;Travel Department;WG5857;25.04.17;28.04.17;
check booking proposal;1540;14.02.17 11:06;14.02.17 11:07;Employee;CH3261;25.04.17;28.04.17;
transform price inquiry to travel request;1540;14.02.17 11:14;14.02.17 11:14;Employee;CH3261;25.04.17;28.04.17;
decide on approval requirements;1540;14.02.17 11:14;14.02.17 11:16;;;25.04.17;28.04.17;
forward request to approver;1540;14.02.17 11:16;14.02.17 11:16;;;25.04.17;28.04.17;
decide on request;1540;14.02.17 12:59;14.02.17 13:07;Manager;LV1269;25.04.17;28.04.17;
check if booking is necessary;1540;20.02.17 08:04;20.02.17 08:13;Travel Department;WG5857;25.04.17;28.04.17;
prepare booking proposal;1540;23.02.17 15:46;23.02.17 17:23;Travel Department;WG5857;25.04.17;28.04.17;
send booking proposal to employee;1540;01.03.17 09:56;01.03.17 09:59;Travel Department;WG5857;25.04.17;28.04.17;
check booking proposal;1540;01.03.17 12:43;01.03.17 12:48;Employee;CH3261;25.04.17;28.04.17;
book travel;1540;07.03.17 09:06;07.03.17 11:14;Travel Department;WG5857;25.04.17;28.04.17;
check if expense documents exist;1540;08.05.17 06:59;08.05.17 07:37;Employee;CH3261;25.04.17;28.04.17;
upload travel expense documents;1540;08.05.17 07:37;08.05.17 07:45;Employee;CH3261;25.04.17;28.04.17;
file travel expense report;1540;08.05.17 07:45;08.05.17 07:59;Employee;CH3261;25.04.17;28.04.17;
confirm travel expense report;1540;08.05.17 07:59;08.05.17 08:00;Employee;CH3261;25.04.17;28.04.17;
decide on travel expense approval;1540;08.05.17 14:09;08.05.17 14:10;Manager;LV1269;25.04.17;28.04.17;
send original documents to archive;1540;24.05.17 20:59;24.05.17 21:22;Employee;CH3261;25.04.17;28.04.17;
calculate payments;1540;26.06.17 09:45;26.06.17 10:00;Accounting;JH2172;25.04.17;28.04.17;2359,49
pay expenses;1540;17.07.17 09:48;17.07.17 09:55;Accounting;JH2172;25.04.17;28.04.17;1508,49
file travel request;1545;06.01.17 05:59;06.01.17 06:17;Employee;SM4646;25.03.17;26.03.17;169,57
check if travel request needs preliminary price inquiry;1545;06.01.17 06:17;06.01.17 06:18;;;25.03.17;26.03.17;
decide on approval requirements;1545;06.01.17 06:18;06.01.17 06:19;;;25.03.17;26.03.17;
check if booking is necessary;1545;10.01.17 10:45;10.01.17 10:48;Travel Department;WG5857;25.03.17;26.03.17;
prepare booking proposal;1545;12.01.17 13:11;12.01.17 15:20;Travel Department;WG5857;25.03.17;26.03.17;
