stage;activity;case;start;end;case start;case end;previous;current;waiting_time_day;waiting_time_min;activity_duration_min;total_min;total_days;previous;case_aggregate_min;case_aggregate_days;type;user;till_trip_starts;travel_start;travel_end;travel_duration;since_trip_end;cost;kind_of_non-conformance
planning;check if travel request needs preliminary price inquiry;1473;02.01.17 06:14;02.01.17 06:14;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;0;0;0;15;15;0,01;;;23,74;26.01.17;30.01.17;4;;;truly non-conforming
planning;decide on approval requirements;1473;02.01.17 06:14;02.01.17 06:15;NO;NO;check if travel request needs preliminary price inquiry;decide on approval requirements;0;0;1;1;0;15;16;0,01;;;23,74;26.01.17;30.01.17;4;;;truly non-conforming
planning;check if booking is necessary;1473;04.01.17 08:02;04.01.17 08:05;NO;NO;decide on approval requirements;check if booking is necessary;2,07;2987;3;2990;2,08;16;3006;2,09;Travel Department;KS9688;21,66;26.01.17;30.01.17;4;;;truly non-conforming
planning;prepare booking proposal;1473;06.01.17 09:28;06.01.17 11:11;NO;NO;check if booking is necessary;prepare booking proposal;2,06;2963;103;3066;2,13;3006;6072;4,22;Travel Department;KS9688;19,53;26.01.17;30.01.17;4;;;truly non-conforming
planning;send booking proposal to employee;1473;10.01.17 12:09;10.01.17 12:12;NO;NO;prepare booking proposal;send booking proposal to employee;4,04;5818;3;5821;4,04;6072;11893;8,26;Travel Department;KS9688;15,49;26.01.17;30.01.17;4;;;truly non-conforming
planning;check booking proposal;1473;10.01.17 13:51;10.01.17 13:52;NO;NO;send booking proposal to employee;check booking proposal;0,07;99;1;100;0,07;11893;11993;8,33;Employee;IX6854;15,42;26.01.17;30.01.17;4;;;truly non-conforming
planning;book travel;1473;13.01.17 07:59;13.01.17 09:16;NO;NO;check booking proposal;book travel;2,75;3967;77;4044;2,81;11993;16037;11,14;Travel Department;KS9688;12,61;26.01.17;30.01.17;4;;;truly non-conforming
reporting;check if expense documents exist;1473;02.02.17 20:50;02.02.17 21:14;NO;NO;book travel;check if expense documents exist;20,48;29494;24;29518;20,5;16037;45555;31,64;Employee;IX6854;;26.01.17;30.01.17;4;3,87;;truly non-conforming
reporting;upload travel expense documents;1473;02.02.17 21:14;02.02.17 21:26;NO;NO;check if expense documents exist;upload travel expense documents;0;0;12;12;0,01;45555;45567;31,64;Employee;IX6854;;26.01.17;30.01.17;4;3,88;;truly non-conforming
reporting;file travel expense report;1473;02.02.17 21:26;02.02.17 21:38;NO;NO;upload travel expense documents;file travel expense report;0;0;12;12;0,01;45567;45579;31,65;Employee;IX6854;;26.01.17;30.01.17;4;3,89;;truly non-conforming
reporting;confirm travel expense report;1473;02.02.17 21:38;02.02.17 21:39;NO;NO;file travel expense report;confirm travel expense report;0;0;1;1;0;45579;45580;31,65;Employee;IX6854;;26.01.17;30.01.17;4;3,9;;truly non-conforming
reporting;decide on travel expense approval;1473;03.02.17 12:59;03.02.17 13:04;NO;NO;confirm travel expense report;decide on travel expense approval;0,64;920;5;925;0,64;45580;46505;32,3;Manager;AK7488;;26.01.17;30.01.17;4;4,54;;truly non-conforming
reporting;send original documents to archive;1473;13.02.17 19:21;13.02.17 19:38;NO;NO;decide on travel expense approval;send original documents to archive;10,26;14777;17;14794;10,27;46505;61299;42,57;Employee;IX6854;;26.01.17;30.01.17;4;14,81;;truly non-conforming
reporting;calculate payments;1473;13.03.17 10:18;13.03.17 11:01;NO;NO;send original documents to archive;calculate payments;27,61;39760;43;39803;27,64;61299;101102;70,21;Accounting;GU1789;;26.01.17;30.01.17;4;42,43;433,82;truly non-conforming
reporting;pay expenses;1473;03.04.17 10:04;03.04.17 11:10;NO;YES;calculate payments;pay expenses;20,96;30183;66;30249;21,01;101102;131351;91,22;Accounting;GU1789;;26.01.17;30.01.17;4;63,42;413,82;truly non-conforming
planning;file travel request;1475;02.01.17 05:59;02.01.17 06:17;YES;NO;pay expenses;file travel request;;;18;18;0,01;;18;0,01;Employee;DM7475;61,74;05.03.17;09.03.17;4;;357,29;truly non-conforming
planning;check if travel request needs preliminary price inquiry;1475;02.01.17 06:17;02.01.17 06:17;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;0;0;0;18;18;0,01;;;61,74;05.03.17;09.03.17;4;;;truly non-conforming
planning;prepare booking proposal;1475;04.01.17 08:10;04.01.17 08:37;NO;NO;check if travel request needs preliminary price inquiry;prepare booking proposal;2,08;2993;27;3020;2,1;18;3038;2,11;Travel Department;WG5857;59,64;05.03.17;09.03.17;4;;;truly non-conforming
planning;send booking proposal to employee;1475;06.01.17 10:31;06.01.17 10:34;NO;NO;prepare booking proposal;send booking proposal to employee;2,08;2994;3;2997;2,08;3038;6035;4,19;Travel Department;WG5857;57,56;05.03.17;09.03.17;4;;;truly non-conforming
planning;check booking proposal;1475;06.01.17 12:58;06.01.17 13:01;NO;NO;send booking proposal to employee;check booking proposal;0,1;144;3;147;0,1;6035;6182;4,29;Employee;DM7475;57,46;05.03.17;09.03.17;4;;;truly non-conforming
planning;transform price inquiry to travel request;1475;06.01.17 13:02;06.01.17 13:02;NO;NO;check booking proposal;transform price inquiry to travel request;0;1;0;1;0;6182;6183;4,29;Employee;DM7475;57,46;05.03.17;09.03.17;4;;;truly non-conforming
planning;decide on approval requirements;1475;06.01.17 13:02;06.01.17 13:03;NO;NO;transform price inquiry to travel request;decide on approval requirements;0;0;1;1;0;6183;6184;4,29;;;57,46;05.03.17;09.03.17;4;;;truly non-conforming
planning;check if booking is necessary;1475;10.01.17 13:03;10.01.17 13:09;NO;NO;decide on approval requirements;check if booking is necessary;4;5760;6;5766;4;6184;11950;8,3;Travel Department;WG5857;53,45;05.03.17;09.03.17;4;;;truly non-conforming
planning;prepare booking proposal;1475;12.01.17 15:54;12.01.17 16:48;NO;NO;check if booking is necessary;prepare booking proposal;2,11;3045;54;3099;2,15;11950;15049;10,45;Travel Department;WG5857;51,3;05.03.17;09.03.17;4;;;truly non-conforming
planning;send booking proposal to employee;1475;17.01.17 12:40;17.01.17 12:43;NO;NO;prepare booking proposal;send booking proposal to employee;4,83;6952;3;6955;4,83;15049;22004;15,28;Travel Department;WG5857;46,47;05.03.17;09.03.17;4;;;truly non-conforming
planning;check booking proposal;1475;17.01.17 19:10;17.01.17 19:19;NO;NO;send booking proposal to employee;check booking proposal;0,27;387;9;396;0,27;22004;22400;15,56;Employee;DM7475;46,2;05.03.17;09.03.17;4;;;truly non-conforming
planning;book travel;1475;20.01.17 11:59;20.01.17 13:32;NO;NO;check booking proposal;book travel;2,69;3880;93;3973;2,76;22400;26373;18,31;Travel Department;WG5857;43,44;05.03.17;09.03.17;4;;;truly non-conforming
reporting;check if expense documents exist;1475;14.03.17 05:59;14.03.17 06:39;NO;NO;book travel;check if expense documents exist;52,69;75867;40;75907;52,71;26373;102280;71,03;Employee;DM7475;;05.03.17;09.03.17;4;5,25;;truly non-conforming
reporting;file travel expense report;1475;14.03.17 06:39;14.03.17 06:44;NO;NO;check if expense documents exist;file travel expense report;0;0;5;5;0;102280;102285;71,03;Employee;DM7475;;05.03.17;09.03.17;4;5,28;;truly non-conforming
reporting;confirm travel expense report;1475;14.03.17 06:44;14.03.17 06:45;NO;NO;file travel expense report;confirm travel expense report;0;0;1;1;0;102285;102286;71,03;Employee;DM7475;;05.03.17;09.03.17;4;5,28;;truly non-conforming
reporting;decide on travel expense approval;1475;14.03.17 12:59;14.03.17 13:03;NO;NO;confirm travel expense report;decide on travel expense approval;0,26;374;4;378;0,26;102286;102664;71,29;Manager;YS1169;;05.03.17;09.03.17;4;5,54;;truly non-conforming
reporting;send request for travel expense correction;1475;14.03.17 13:03;14.03.17 13:04;NO;NO;decide on travel expense approval;send request for travel expense correction;0;0;1;1;0;102664;102665;71,3;;;;05.03.17;09.03.17;4;5,54;;truly non-conforming
reporting;correct travel expense report;1475;20.03.17 05:59;20.03.17 06:32;NO;NO;send request for travel expense correction;correct travel expense report;5,7;8215;33;8248;5,73;102665;110913;77,02;Employee;DM7475;;05.03.17;09.03.17;4;11,25;;truly non-conforming
reporting;decide on travel expense approval;1475;20.03.17 13:01;20.03.17 13:07;NO;NO;correct travel expense report;decide on travel expense approval;0,27;389;6;395;0,27;110913;111308;77,3;Manager;YS1169;;05.03.17;09.03.17;4;11,54;;truly non-conforming
reporting;send request for travel expense correction;1475;20.03.17 13:07;20.03.17 13:08;NO;NO;decide on travel expense approval;send request for travel expense correction;0;0;1;1;0;111308;111309;77,3;;;;05.03.17;09.03.17;4;11,55;;truly non-conforming
reporting;correct travel expense report;1475;22.03.17 13:48;22.03.17 14:28;NO;NO;send request for travel expense correction;correct travel expense report;2,03;2920;40;2960;2,06;111309;114269;79,35;Employee;DM7475;;05.03.17;09.03.17;4;13,57;;truly non-conforming
reporting;decide on travel expense approval;1475;23.03.17 12:59;23.03.17 13:00;NO;NO;correct travel expense report;decide on travel expense approval;0,94;1351;1;1352;0,94;114269;115621;80,29;Manager;YS1169;;05.03.17;09.03.17;4;14,54;;truly non-conforming
reporting;send original documents to archive;1475;06.04.17 12:54;06.04.17 14:01;NO;NO;decide on travel expense approval;send original documents to archive;14;20154;67;20221;14,04;115621;135842;94,33;Employee;DM7475;;05.03.17;09.03.17;4;28,54;;truly non-conforming
reporting;calculate payments;1475;10.04.17 09:13;10.04.17 10:46;NO;NO;send original documents to archive;calculate payments;3,8;5472;93;5565;3,86;135842;141407;98,2;Accounting;CX8911;;05.03.17;09.03.17;4;32,38;374,33;truly non-conforming
reporting;pay expenses;1475;12.04.17 08:59;12.04.17 09:09;NO;YES;calculate payments;pay expenses;1,93;2773;10;2783;1,93;141407;144190;100,13;Accounting;CX8911;;05.03.17;09.03.17;4;34,37;278,33;truly non-conforming
planning;file travel request;1476;02.01.17 05:59;02.01.17 06:02;YES;NO;pay expenses;file travel request;;;3;3;0;;3;0;Employee;RS7246;23,75;26.01.17;28.01.17;2;;276,11;truly non-conforming
planning;check if travel request needs preliminary price inquiry;1476;02.01.17 06:02;02.01.17 06:02;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;0;0;0;3;3;0;;;23,75;26.01.17;28.01.17;2;;;truly non-conforming
planning;decide on approval requirements;1476;02.01.17 06:02;02.01.17 06:03;NO;NO;check if travel request needs preliminary price inquiry;decide on approval requirements;0;0;1;1;0;3;4;0;;;23,75;26.01.17;28.01.17;2;;;truly non-conforming
planning;check if booking is necessary;1476;03.01.17 15:42;03.01.17 15:46;NO;NO;decide on approval requirements;check if booking is necessary;1,4;2019;4;2023;1,4;4;2027;1,41;Travel Department;JV9257;22,34;26.01.17;28.01.17;2;;;truly non-conforming
planning;prepare booking proposal;1476;05.01.17 15:03;05.01.17 15:36;NO;NO;check if booking is necessary;prepare booking proposal;1,97;2837;33;2870;1,99;2027;4897;3,4;Travel Department;JV9257;20,35;26.01.17;28.01.17;2;;;truly non-conforming
planning;send booking proposal to employee;1476;10.01.17 08:12;10.01.17 08:15;NO;NO;prepare booking proposal;send booking proposal to employee;4,69;6756;3;6759;4,69;4897;11656;8,09;Travel Department;JV9257;15,66;26.01.17;28.01.17;2;;;truly non-conforming
planning;check booking proposal;1476;10.01.17 11:29;10.01.17 11:33;NO;NO;send booking proposal to employee;check booking proposal;0,13;194;4;198;0,14;11656;11854;8,23;Employee;RS7246;15,52;26.01.17;28.01.17;2;;;truly non-conforming
planning;book travel;1476;12.01.17 13:33;12.01.17 15:49;NO;NO;check booking proposal;book travel;2,08;3000;136;3136;2,18;11854;14990;10,41;Travel Department;JV9257;13,34;26.01.17;28.01.17;2;;;truly non-conforming
reporting;check if expense documents exist;1476;30.01.17 15:02;30.01.17 15:10;NO;NO;book travel;check if expense documents exist;17,97;25873;8;25881;17,97;14990;40871;28,38;Employee;RS7246;;26.01.17;28.01.17;2;2,63;;truly non-conforming
reporting;file travel expense report;1476;30.01.17 15:10;30.01.17 15:23;NO;NO;check if expense documents exist;file travel expense report;0;0;13;13;0,01;40871;40884;28,39;Employee;RS7246;;26.01.17;28.01.17;2;2,63;;truly non-conforming
reporting;confirm travel expense report;1476;30.01.17 15:23;30.01.17 15:26;NO;NO;file travel expense report;confirm travel expense report;0;0;3;3;0;40884;40887;28,39;Employee;RS7246;;26.01.17;28.01.17;2;2,64;;truly non-conforming
reporting;decide on travel expense approval;1476;31.01.17 12:59;31.01.17 13:04;NO;NO;confirm travel expense report;decide on travel expense approval;0,9;1293;5;1298;0,9;40887;42185;29,3;Manager;OX4346;;26.01.17;28.01.17;2;3,54;;truly non-conforming
reporting;send original documents to archive;1476;07.02.17 20:10;07.02.17 20:35;NO;NO;decide on travel expense approval;send original documents to archive;7,3;10506;25;10531;7,31;42185;52716;36,61;Employee;RS7246;;26.01.17;28.01.17;2;10,84;;truly non-conforming
reporting;calculate payments;1476;27.03.17 08:51;27.03.17 10:16;NO;NO;send original documents to archive;calculate payments;47,51;68416;85;68501;47,57;52716;121217;84,18;Accounting;FI12;;26.01.17;28.01.17;2;58,37;302,6;truly non-conforming
reporting;pay expenses;1476;03.04.17 11:38;03.04.17 11:47;NO;YES;calculate payments;pay expenses;7,06;10162;9;10171;7,06;121217;131388;91,24;Accounting;FI12;;26.01.17;28.01.17;2;65,48;242,6;truly non-conforming
planning;file travel request;1478;02.01.17 05:59;02.01.17 06:10;YES;NO;pay expenses;file travel request;;;11;11;0,01;;11;0,01;Employee;BM3117;65,74;09.03.17;12.03.17;3;;290,48;truly non-conforming
planning;check if travel request needs preliminary price inquiry;1478;02.01.17 06:10;02.01.17 06:11;NO;NO;file travel request;check if travel request needs preliminary price inquiry;0;0;1;1;0;11;12;0,01;;;65,74;09.03.17;12.03.17;3;;;truly non-conforming
planning;decide on approval requirements;1478;02.01.17 06:11;02.01.17 06:12;NO;NO;check if travel request needs preliminary price inquiry;decide on approval requirements;0;0;1;1;0;12;13;0,01;;;65,74;09.03.17;12.03.17;3;;;truly non-conforming
planning;check if booking is necessary;1478;04.01.17 07:59;04.01.17 08:03;NO;NO;decide on approval requirements;check if booking is necessary;2,07;2987;4;2991;2,08;13;3004;2,09;Travel Department;KS9688;63,66;09.03.17;12.03.17;3;;;truly non-conforming
reporting;check if expense documents exist;1478;13.03.17 08:50;13.03.17 09:34;NO;NO;check if booking is necessary;check if expense documents exist;68,03;97967;44;98011;68,06;3004;101015;70,15;Employee;BM3117;;09.03.17;12.03.17;3;1,37;;truly non-conforming
reporting;file travel expense report;1478;13.03.17 09:34;13.03.17 09:46;NO;NO;check if expense documents exist;file travel expense report;0;0;12;12;0,01;101015;101027;70,16;Employee;BM3117;;09.03.17;12.03.17;3;1,4;;truly non-conforming
reporting;confirm travel expense report;1478;13.03.17 09:46;13.03.17 09:48;NO;NO;file travel expense report;confirm travel expense report;0;0;2;2;0;101027;101029;70,16;Employee;BM3117;;09.03.17;12.03.17;3;1,41;;truly non-conforming
reporting;decide on travel expense approval;1478;13.03.17 13:10;13.03.17 13:10;NO;NO;confirm travel expense report;decide on travel expense approval;0,14;202;0;202;0,14;101029;101231;70,3;Manager;MA6233;;09.03.17;12.03.17;3;1,55;;truly non-conforming
reporting;send request for travel expense correction;1478;13.03.17 13:10;13.03.17 13:11;NO;NO;decide on travel expense approval;send request for travel expense correction;0;0;1;1;0;101231;101232;70,3;;;;09.03.17;12.03.17;3;1,55;;truly non-conforming
reporting;correct travel expense report;1478;20.03.17 05:59;20.03.17 06:26;NO;NO;send request for travel expense correction;correct travel expense report;6,7;9648;27;9675;6,72;101232;110907;77,02;Employee;BM3117;;09.03.17;12.03.17;3;8,25;;truly non-conforming
reporting;decide on travel expense approval;1478;20.03.17 12:59;20.03.17 13:00;NO;NO;correct travel expense report;decide on travel expense approval;0,27;393;1;394;0,27;110907;111301;77,29;Manager;MA6233;;09.03.17;12.03.17;3;8,54;;truly non-conforming
reporting;send original documents to archive;1478;07.04.17 08:33;07.04.17 10:08;NO;NO;decide on travel expense approval;send original documents to archive;17,81;25653;95;25748;17,88;111301;137049;95,17;Employee;BM3117;;09.03.17;12.03.17;3;26,36;;truly non-conforming
reporting;calculate payments;1478;21.04.17 08:04;21.04.17 09:34;NO;NO;send original documents to archive;calculate payments;13,91;20036;90;20126;13,98;137049;157175;109,15;Accounting;WE5108;;09.03.17;12.03.17;3;40,34;298,71;truly non-conforming
reporting;pay expenses;1478;25.04.17 09:12;25.04.17 09:18;NO;YES;calculate payments;pay expenses;3,98;5738;6;5744;3,99;157175;162919;113,14;Accounting;WE5108;;09.03.17;12.03.17;3;44,38;298,71;truly non-conforming
